,date,Demand,Peak_Load_MW,Peak_Load_H,icon_06,temp_06,templow_06,baro_06,wind_06,wd_06,hum_06,icon_12,temp_12,templow_12,baro_12,wind_12,wd_12,hum_12,icon_18,temp_18,templow_18,baro_18,wind_18,wd_18,hum_18,icon_00,temp_00,templow_00,baro_00,wind_00,wd_00,hum_00,name
0,2014-01-01,533.0,30,22,14,15.0,12.0,1023,8,240,68,2.0,18.0,15.0,1022.0,13.0,280.0,56.0,14.0,16.0,15.0,1022.0,12.0,240.0,65.0,36.0,16.0,15.0,1022.0,12.0,240.0,65.0,16
1,2014-01-02,584.0,31,22,17,13.0,13.0,1021,6,260,70,7.0,19.0,18.0,1021.0,6.0,80.0,40.0,17.0,17.0,16.0,1022.0,3.0,280.0,46.0,36.0,16.0,15.0,1022.0,12.0,240.0,65.0,0
2,2014-01-03,570.0,30,22,2,16.0,16.0,1024,3,280,67,2.0,22.0,20.0,1023.0,8.0,300.0,50.0,14.0,17.0,15.0,1023.0,11.0,250.0,74.0,36.0,17.0,16.0,1022.0,3.0,280.0,46.0,0
3,2014-01-04,545.0,29,22,17,16.0,14.0,1022,3,230,78,2.0,21.0,20.0,1022.0,15.0,230.0,54.0,17.0,18.0,17.0,1023.0,20.0,270.0,66.0,36.0,17.0,15.0,1023.0,11.0,250.0,74.0,0
4,2014-01-05,520.0,27,22,14,15.0,15.0,1026,18,230,78,2.0,18.0,17.0,1024.0,20.0,270.0,65.0,14.0,16.0,14.0,1024.0,10.0,240.0,62.0,36.0,18.0,17.0,1023.0,20.0,270.0,66.0,0
5,2014-01-06,512.0,29,22,13,13.0,11.0,1021,10,240,62,1.0,19.0,19.0,1020.0,4.0,60.0,48.0,13.0,16.0,13.0,1021.0,6.0,260.0,60.0,36.0,16.0,14.0,1024.0,10.0,240.0,62.0,8
6,2014-01-07,581.0,32,22,14,13.0,10.0,1021,2,230,61,6.0,18.0,17.0,1021.0,4.0,320.0,59.0,14.0,14.0,12.0,1022.0,4.0,320.0,82.0,36.0,16.0,13.0,1021.0,6.0,260.0,60.0,0
7,2014-01-08,598.0,33,21,14,10.0,10.0,1022,4,320,95,1.0,16.0,15.0,1021.0,6.0,50.0,78.0,14.0,14.0,14.0,1021.0,3.0,90.0,86.0,36.0,14.0,12.0,1022.0,4.0,320.0,82.0,0
8,2014-01-09,600.0,33,21,14,14.0,13.0,1020,3,90,79,6.0,15.0,14.0,1018.0,3.0,40.0,78.0,14.0,14.0,14.0,1018.0,3.0,40.0,82.0,36.0,14.0,14.0,1021.0,3.0,90.0,86.0,0
9,2014-01-10,601.0,31,20,14,15.0,14.0,1014,3,40,91,7.0,16.0,15.0,1014.0,4.0,60.0,90.0,14.0,15.0,15.0,1014.0,6.0,70.0,91.0,36.0,14.0,14.0,1018.0,3.0,40.0,82.0,0
10,2014-01-11,565.0,30,21,17,15.0,14.0,1018,10,250,82,9.0,16.0,16.0,1019.0,4.0,30.0,84.0,14.0,15.0,13.0,1020.0,6.0,280.0,86.0,36.0,15.0,15.0,1014.0,6.0,70.0,91.0,0
11,2014-01-12,532.0,31,22,13,13.0,11.0,1025,6,280,88,2.0,19.0,18.0,1024.0,7.0,120.0,60.0,13.0,15.0,13.0,1025.0,7.0,120.0,79.0,36.0,15.0,13.0,1020.0,6.0,280.0,86.0,0
12,2014-01-13,614.0,34,21,17,13.0,13.0,1024,3,300,74,7.0,17.0,16.0,1022.0,16.0,240.0,66.0,34.0,13.0,13.0,1022.0,27.0,230.0,83.0,36.0,15.0,13.0,1025.0,7.0,120.0,79.0,0
13,2014-01-14,600.0,33,22,36,13.0,13.0,1022,27,230,83,6.0,16.0,16.0,1021.0,28.0,270.0,58.0,14.0,15.0,15.0,1020.0,36.0,260.0,68.0,36.0,13.0,13.0,1022.0,27.0,230.0,83.0,0
14,2014-01-15,587.0,32,21,18,15.0,15.0,1020,9,270,85,7.0,18.0,17.0,1018.0,9.0,250.0,72.0,14.0,15.0,14.0,1017.0,10.0,270.0,85.0,36.0,15.0,15.0,1020.0,36.0,260.0,68.0,0
15,2014-01-16,596.0,33,21,17,14.0,13.0,1015,10,270,82,7.0,18.0,18.0,1014.0,10.0,270.0,64.0,34.0,15.0,14.0,1014.0,6.0,270.0,88.0,36.0,15.0,14.0,1017.0,10.0,270.0,85.0,0
16,2014-01-17,589.0,31,20,17,13.0,12.0,1011,6,270,72,2.0,16.0,16.0,1007.0,11.0,130.0,72.0,17.0,15.0,14.0,1004.0,4.0,190.0,82.0,36.0,15.0,14.0,1014.0,6.0,270.0,88.0,0
17,2014-01-18,556.0,31,22,17,15.0,15.0,1000,19,220,49,6.0,17.0,14.0,1000.0,19.0,210.0,57.0,17.0,14.0,12.0,1003.0,15.0,250.0,60.0,36.0,15.0,14.0,1004.0,4.0,190.0,82.0,0
18,2014-01-19,546.0,31,22,17,14.0,13.0,996,44,180,62,2.0,15.0,15.0,1001.0,46.0,270.0,49.0,14.0,14.0,13.0,1010.0,39.0,280.0,58.0,36.0,14.0,12.0,1003.0,15.0,250.0,60.0,0
19,2014-01-20,604.0,33,21,14,13.0,13.0,1018,19,270,58,6.0,15.0,14.0,1020.0,32.0,270.0,54.0,14.0,13.0,12.0,1020.0,16.0,260.0,70.0,36.0,14.0,13.0,1010.0,39.0,280.0,58.0,0
20,2014-01-21,600.0,33,22,14,13.0,11.0,1022,14,230,63,2.0,15.0,15.0,1020.0,22.0,270.0,55.0,14.0,13.0,13.0,1020.0,14.0,270.0,72.0,36.0,13.0,12.0,1020.0,16.0,260.0,70.0,0
21,2014-01-22,618.0,34,21,34,11.0,11.0,1016,14,270,88,7.0,15.0,15.0,1016.0,19.0,250.0,70.0,14.0,15.0,14.0,1016.0,20.0,270.0,78.0,36.0,13.0,13.0,1020.0,14.0,270.0,72.0,0
22,2014-01-23,612.0,33,22,17,14.0,13.0,1019,14,290,80,6.0,14.0,13.0,1022.0,15.0,270.0,70.0,14.0,12.0,11.0,1024.0,15.0,270.0,76.0,36.0,15.0,14.0,1016.0,20.0,270.0,78.0,0
23,2014-01-24,603.0,32,21,13,14.0,12.0,1028,6,250,74,2.0,17.0,16.0,1027.0,14.0,270.0,62.0,13.0,14.0,13.0,1025.0,9.0,250.0,68.0,36.0,12.0,11.0,1024.0,15.0,270.0,76.0,0
24,2014-01-25,554.0,30,22,14,16.0,14.0,1023,32,260,52,2.0,19.0,18.0,1023.0,37.0,260.0,54.0,14.0,16.0,15.0,1023.0,26.0,270.0,79.0,36.0,14.0,13.0,1025.0,9.0,250.0,68.0,0
25,2014-01-26,527.0,30,22,13,16.0,15.0,1026,16,240,68,1.0,19.0,18.0,1024.0,18.0,270.0,60.0,13.0,16.0,15.0,1022.0,15.0,240.0,68.0,36.0,16.0,15.0,1023.0,26.0,270.0,79.0,0
26,2014-01-27,598.0,32,21,13,16.0,16.0,1018,34,260,76,6.0,18.0,17.0,1016.0,39.0,270.0,69.0,14.0,16.0,16.0,1015.0,31.0,260.0,73.0,36.0,16.0,15.0,1022.0,15.0,240.0,68.0,0
27,2014-01-28,603.0,33,21,14,14.0,13.0,1017,32,280,57,6.0,14.0,14.0,1016.0,25.0,270.0,58.0,14.0,14.0,14.0,1012.0,18.0,270.0,67.0,36.0,16.0,16.0,1015.0,31.0,260.0,73.0,0
28,2014-01-29,629.0,34,21,14,13.0,12.0,1004,11,290,76,7.0,13.0,12.0,1003.0,17.0,200.0,79.0,14.0,12.0,12.0,1005.0,32.0,270.0,64.0,36.0,14.0,14.0,1012.0,18.0,270.0,67.0,0
29,2014-01-30,604.0,33,22,14,13.0,12.0,1009,22,270,58,6.0,13.0,13.0,1010.0,29.0,280.0,64.0,14.0,13.0,13.0,1013.0,28.0,270.0,60.0,36.0,12.0,12.0,1005.0,32.0,270.0,64.0,0
30,2014-01-31,617.0,32,20,14,13.0,13.0,1014,32,270,69,7.0,15.0,14.0,1014.0,31.0,270.0,73.0,17.0,15.0,14.0,1015.0,23.0,270.0,84.0,36.0,13.0,13.0,1013.0,28.0,270.0,60.0,0
31,2014-02-01,570.0,30,22,17,15.0,15.0,1015,19,260,85,6.0,17.0,15.0,1015.0,25.0,260.0,80.0,14.0,15.0,14.0,1016.0,23.0,260.0,82.0,36.0,13.0,13.0,1013.0,28.0,270.0,60.0,0
32,2014-02-02,537.0,31,22,14,13.0,12.0,1020,20,250,64,2.0,15.0,15.0,1020.0,16.0,280.0,52.0,14.0,12.0,11.0,1019.0,10.0,250.0,64.0,36.0,15.0,14.0,1016.0,23.0,260.0,82.0,0
33,2014-02-03,603.0,33,22,14,13.0,7.0,1016,6,280,74,2.0,16.0,15.0,1016.0,8.0,240.0,58.0,34.0,14.0,13.0,1015.0,15.0,300.0,72.0,36.0,12.0,11.0,1019.0,10.0,250.0,64.0,0
34,2014-02-04,598.0,33,22,14,13.0,12.0,1020,7,270,72,2.0,16.0,16.0,1018.0,7.0,290.0,56.0,13.0,13.0,12.0,1018.0,10.0,240.0,62.0,36.0,14.0,13.0,1015.0,15.0,300.0,72.0,0
35,2014-02-05,591.0,32,21,13,15.0,11.0,1017,2,280,70,2.0,23.0,23.0,1017.0,15.0,250.0,35.0,36.0,23.0,23.0,1017.0,15.0,250.0,35.0,36.0,13.0,12.0,1018.0,10.0,240.0,62.0,0
36,2014-02-06,588.0,32,22,14,14.0,10.0,1018,15,250,80,1.0,19.0,17.0,1015.0,13.0,60.0,62.0,14.0,15.0,15.0,1016.0,11.0,290.0,83.0,36.0,23.0,23.0,1017.0,15.0,250.0,35.0,0
37,2014-02-07,575.0,31,21,14,14.0,14.0,1024,18,270,70,2.0,16.0,16.0,1024.0,19.0,280.0,58.0,13.0,13.0,13.0,1024.0,11.0,230.0,68.0,36.0,15.0,15.0,1016.0,11.0,290.0,83.0,0
38,2014-02-08,540.0,29,21,13,13.0,11.0,1021,3,230,70,2.0,20.0,20.0,1020.0,9.0,250.0,28.0,14.0,18.0,18.0,1017.0,6.0,240.0,38.0,36.0,13.0,13.0,1024.0,11.0,230.0,68.0,0
39,2014-02-09,540.0,29,22,14,16.0,14.0,1017,4,250,80,2.0,19.0,19.0,1013.0,3.0,10.0,60.0,17.0,19.0,19.0,1009.0,12.0,270.0,56.0,36.0,18.0,18.0,1017.0,6.0,240.0,38.0,0
40,2014-02-10,589.0,31,22,2,13.0,13.0,1016,41,270,58,2.0,14.0,13.0,1018.0,40.0,280.0,48.0,14.0,13.0,13.0,1022.0,32.0,280.0,52.0,36.0,19.0,19.0,1009.0,12.0,270.0,56.0,0
41,2014-02-11,600.0,32,21,14,13.0,12.0,1025,18,280,60,7.0,14.0,14.0,1023.0,21.0,280.0,56.0,17.0,14.0,13.0,1021.0,6.0,250.0,54.0,36.0,13.0,13.0,1022.0,32.0,280.0,52.0,0
42,2014-02-12,607.0,32,21,7,16.0,16.0,1022,17,260,74,6.0,18.0,18.0,1023.0,16.0,260.0,72.0,14.0,16.0,16.0,1024.0,16.0,260.0,78.0,36.0,14.0,13.0,1021.0,6.0,250.0,54.0,0
43,2014-02-13,582.0,32,21,14,18.0,16.0,1024,17,240,74,2.0,22.0,21.0,1023.0,16.0,270.0,51.0,14.0,18.0,16.0,1023.0,20.0,260.0,74.0,36.0,16.0,16.0,1024.0,16.0,260.0,78.0,0
44,2014-02-14,575.0,30,21,36,18.0,16.0,1023,20,260,74,36.0,18.0,16.0,1023.0,20.0,260.0,74.0,13.0,17.0,15.0,1015.0,2.0,30.0,80.0,36.0,18.0,16.0,1023.0,20.0,260.0,74.0,0
45,2014-02-15,534.0,29,22,2,16.0,16.0,1014,6,100,74,2.0,18.0,18.0,1012.0,8.0,50.0,67.0,14.0,16.0,14.0,1012.0,4.0,310.0,71.0,36.0,17.0,15.0,1015.0,2.0,30.0,80.0,0
46,2014-02-16,516.0,30,22,36,16.0,14.0,1012,4,310,71,2.0,16.0,16.0,1017.0,15.0,290.0,66.0,13.0,14.0,13.0,1016.0,7.0,250.0,68.0,36.0,16.0,14.0,1012.0,4.0,310.0,71.0,0
47,2014-02-17,604.0,33,21,17,12.0,12.0,1013,4,240,85,7.0,14.0,14.0,1010.0,11.0,70.0,82.0,17.0,14.0,13.0,1010.0,5.0,20.0,90.0,36.0,14.0,13.0,1016.0,7.0,250.0,68.0,0
48,2014-02-18,620.0,33,21,7,12.0,12.0,1012,22,250,88,18.0,14.0,12.0,1014.0,23.0,270.0,78.0,14.0,14.0,14.0,1015.0,22.0,280.0,73.0,36.0,14.0,13.0,1010.0,5.0,20.0,90.0,0
49,2014-02-19,572.0,32,22,14,14.0,12.0,1020,21,250,65,2.0,16.0,16.0,1022.0,28.0,280.0,52.0,14.0,14.0,14.0,1022.0,19.0,270.0,74.0,36.0,14.0,14.0,1015.0,22.0,280.0,73.0,0
50,2014-02-20,582.0,32,21,14,15.0,12.0,1024,19,250,65,2.0,17.0,17.0,1023.0,23.0,260.0,54.0,14.0,15.0,14.0,1022.0,23.0,270.0,75.0,36.0,14.0,14.0,1022.0,19.0,270.0,74.0,0
51,2014-02-21,576.0,31,21,14,17.0,14.0,1021,22,250,64,2.0,18.0,16.0,1022.0,25.0,260.0,64.0,14.0,14.0,14.0,1022.0,25.0,260.0,68.0,36.0,15.0,14.0,1022.0,23.0,270.0,75.0,0
52,2014-02-22,538.0,29,22,14,13.0,13.0,1025,29,280,56,2.0,16.0,15.0,1027.0,20.0,280.0,52.0,13.0,13.0,11.0,1025.0,6.0,300.0,65.0,36.0,14.0,14.0,1022.0,25.0,260.0,68.0,0
53,2014-02-23,511.0,30,22,13,14.0,10.0,1020,4,100,77,1.0,15.0,15.0,1017.0,9.0,40.0,65.0,14.0,14.0,10.0,1017.0,9.0,40.0,76.0,36.0,13.0,11.0,1025.0,6.0,300.0,65.0,0
54,2014-02-24,605.0,33,22,17,13.0,11.0,1018,5,250,76,18.0,12.0,11.0,1020.0,15.0,280.0,84.0,14.0,13.0,12.0,1021.0,15.0,240.0,68.0,36.0,14.0,10.0,1017.0,9.0,40.0,76.0,0
55,2014-02-25,597.0,33,22,14,14.0,12.0,1024,24,240,70,6.0,16.0,15.0,1023.0,27.0,270.0,60.0,14.0,14.0,14.0,1024.0,11.0,270.0,69.0,36.0,13.0,12.0,1021.0,15.0,240.0,68.0,0
56,2014-02-26,586.0,32,21,17,16.0,14.0,1025,28,260,72,6.0,17.0,16.0,1026.0,32.0,270.0,62.0,14.0,14.0,14.0,1026.0,24.0,260.0,72.0,36.0,14.0,14.0,1024.0,11.0,270.0,69.0,0
57,2014-02-27,583.0,32,22,14,15.0,12.0,1031,10,240,68,2.0,17.0,17.0,1029.0,19.0,270.0,52.0,7.0,15.0,14.0,1028.0,20.0,260.0,67.0,36.0,14.0,14.0,1026.0,24.0,260.0,72.0,0
58,2014-02-28,578.0,31,21,1,16.0,16.0,1026,24,240,56,2.0,18.0,17.0,1023.0,37.0,270.0,64.0,7.0,16.0,16.0,1021.0,35.0,270.0,66.0,36.0,15.0,14.0,1028.0,20.0,260.0,67.0,0
59,2014-03-01,551.0,29,22,17,15.0,15.0,1019,28,270,80,7.0,17.0,16.0,1016.0,30.0,260.0,78.0,7.0,17.0,16.0,1012.0,41.0,250.0,74.0,36.0,15.0,14.0,1028.0,20.0,260.0,67.0,0
60,2014-03-02,516.0,30,22,14,17.0,16.0,1010,53,290,72,2.0,18.0,18.0,1011.0,46.0,280.0,66.0,2.0,17.0,16.0,1014.0,33.0,260.0,78.0,36.0,17.0,16.0,1012.0,41.0,250.0,74.0,0
61,2014-03-03,577.0,32,21,14,15.0,15.0,1013,33,270,79,6.0,16.0,16.0,1015.0,36.0,270.0,62.0,2.0,15.0,14.0,1016.0,41.0,270.0,60.0,36.0,17.0,16.0,1014.0,33.0,260.0,78.0,0
62,2014-03-04,578.0,32,21,2,14.0,14.0,1018,46,270,61,2.0,16.0,15.0,1018.0,40.0,280.0,56.0,2.0,14.0,14.0,1019.0,33.0,260.0,66.0,36.0,15.0,14.0,1016.0,41.0,270.0,60.0,0
63,2014-03-05,581.0,32,21,14,16.0,14.0,1017,32,260,62,7.0,17.0,16.0,1017.0,31.0,270.0,73.0,2.0,15.0,15.0,1019.0,19.0,260.0,80.0,36.0,14.0,14.0,1019.0,33.0,260.0,66.0,0
64,2014-03-06,571.0,32,21,13,16.0,11.0,1021,19,260,74,1.0,18.0,17.0,1019.0,11.0,60.0,56.0,1.0,15.0,14.0,1019.0,6.0,90.0,78.0,36.0,15.0,15.0,1019.0,19.0,260.0,80.0,0
65,2014-03-07,562.0,30,21,14,16.0,14.0,1023,18,100,80,2.0,17.0,16.0,1023.0,22.0,60.0,61.0,2.0,14.0,14.0,1023.0,12.0,100.0,80.0,36.0,15.0,14.0,1019.0,6.0,90.0,78.0,0
66,2014-03-08,528.0,29,22,14,15.0,13.0,1022,9,90,80,2.0,17.0,16.0,1021.0,15.0,60.0,68.0,1.0,15.0,15.0,1020.0,9.0,90.0,76.0,36.0,14.0,14.0,1023.0,12.0,100.0,80.0,0
67,2014-03-09,513.0,30,22,17,15.0,14.0,1022,18,60,74,7.0,16.0,16.0,1022.0,23.0,60.0,68.0,14.0,14.0,14.0,1021.0,20.0,60.0,76.0,36.0,15.0,15.0,1020.0,9.0,90.0,76.0,0
68,2014-03-10,579.0,32,21,6,14.0,14.0,1020,19,70,81,6.0,15.0,15.0,1019.0,21.0,90.0,74.0,14.0,14.0,14.0,1018.0,17.0,60.0,82.0,36.0,14.0,14.0,1021.0,20.0,60.0,76.0,0
69,2014-03-11,581.0,32,21,7,15.0,13.0,1017,20,80,76,6.0,16.0,15.0,1017.0,22.0,60.0,68.0,14.0,14.0,14.0,1018.0,19.0,60.0,79.0,36.0,14.0,14.0,1018.0,17.0,60.0,82.0,0
70,2014-03-12,578.0,32,21,2,15.0,14.0,1020,22,50,70,6.0,15.0,15.0,1020.0,21.0,40.0,70.0,14.0,14.0,14.0,1022.0,21.0,50.0,73.0,36.0,14.0,14.0,1018.0,19.0,60.0,79.0,0
71,2014-03-13,584.0,32,21,7,14.0,13.0,1022,24,30,81,7.0,15.0,14.0,1023.0,19.0,40.0,76.0,14.0,13.0,13.0,1024.0,7.0,70.0,80.0,36.0,14.0,14.0,1022.0,21.0,50.0,73.0,0
72,2014-03-14,587.0,30,21,18,13.0,12.0,1025,18,30,84,18.0,14.0,13.0,1025.0,8.0,70.0,81.0,17.0,14.0,14.0,1025.0,8.0,70.0,78.0,36.0,13.0,13.0,1024.0,7.0,70.0,80.0,0
73,2014-03-15,528.0,29,22,2,14.0,8.0,1027,5,240,77,1.0,17.0,17.0,1028.0,7.0,20.0,59.0,13.0,15.0,12.0,1027.0,3.0,250.0,69.0,36.0,14.0,14.0,1025.0,8.0,70.0,78.0,0
74,2014-03-16,505.0,30,22,1,15.0,9.0,1025,3,250,57,1.0,19.0,19.0,1024.0,6.0,120.0,45.0,13.0,17.0,14.0,1023.0,6.0,120.0,60.0,36.0,15.0,12.0,1027.0,3.0,250.0,69.0,0
75,2014-03-17,564.0,31,21,9,16.0,11.0,1023,6,120,80,1.0,18.0,18.0,1022.0,7.0,40.0,60.0,13.0,16.0,14.0,1022.0,5.0,40.0,84.0,36.0,17.0,14.0,1023.0,6.0,120.0,60.0,0
76,2014-03-18,545.0,29,21,9,13.0,11.0,1021,5,40,89,9.0,18.0,16.0,1020.0,7.0,60.0,79.0,14.0,16.0,15.0,1019.0,6.0,130.0,85.0,36.0,16.0,14.0,1022.0,5.0,40.0,84.0,0
77,2014-03-19,505.0,29,22,2,17.0,12.0,1021,6,240,75,9.0,16.0,16.0,1021.0,9.0,50.0,79.0,9.0,15.0,14.0,1021.0,6.0,100.0,84.0,36.0,16.0,15.0,1019.0,6.0,130.0,85.0,9
78,2014-03-19,505.0,29,22,2,17.0,12.0,1021,6,240,75,9.0,16.0,16.0,1021.0,9.0,50.0,79.0,9.0,15.0,14.0,1021.0,6.0,100.0,84.0,36.0,16.0,15.0,1019.0,6.0,130.0,85.0,17
79,2014-03-20,561.0,31,21,2,15.0,12.0,1020,6,100,82,7.0,17.0,16.0,1020.0,8.0,70.0,70.0,14.0,16.0,14.0,1021.0,6.0,290.0,78.0,36.0,15.0,14.0,1021.0,6.0,100.0,84.0,0
80,2014-03-21,556.0,29,21,2,17.0,12.0,1023,5,270,79,9.0,21.0,20.0,1022.0,8.0,290.0,58.0,13.0,18.0,16.0,1020.0,6.0,260.0,70.0,36.0,16.0,14.0,1021.0,6.0,290.0,78.0,0
81,2014-03-22,520.0,29,22,7,17.0,17.0,1020,19,250,73,2.0,19.0,19.0,1018.0,22.0,280.0,59.0,14.0,18.0,17.0,1017.0,22.0,270.0,72.0,36.0,18.0,16.0,1020.0,6.0,260.0,70.0,0
82,2014-03-23,497.0,28,21,1,17.0,15.0,1019,19,280,64,2.0,18.0,18.0,1018.0,25.0,290.0,57.0,13.0,15.0,15.0,1019.0,22.0,270.0,57.0,36.0,18.0,17.0,1017.0,22.0,270.0,72.0,0
83,2014-03-24,556.0,31,21,1,18.0,13.0,1022,2,260,51,2.0,19.0,19.0,1021.0,19.0,290.0,46.0,14.0,17.0,16.0,1021.0,23.0,260.0,60.0,36.0,15.0,15.0,1019.0,22.0,270.0,57.0,0
84,2014-03-25,543.0,30,21,2,17.0,15.0,1024,32,260,70,2.0,19.0,19.0,1023.0,34.0,260.0,46.0,14.0,18.0,17.0,1019.0,36.0,260.0,47.0,36.0,17.0,16.0,1021.0,23.0,260.0,60.0,0
85,2014-03-26,564.0,31,21,2,14.0,14.0,1016,45,280,64,2.0,16.0,15.0,1016.0,42.0,270.0,48.0,13.0,15.0,14.0,1017.0,29.0,270.0,56.0,36.0,18.0,17.0,1019.0,36.0,260.0,47.0,0
86,2014-03-27,561.0,31,21,2,16.0,13.0,1017,14,240,41,2.0,18.0,17.0,1014.0,16.0,290.0,47.0,14.0,15.0,13.0,1011.0,12.0,40.0,68.0,36.0,15.0,14.0,1017.0,29.0,270.0,56.0,0
87,2014-03-28,558.0,30,21,7,15.0,12.0,1007,4,90,35,7.0,16.0,16.0,1004.0,11.0,60.0,74.0,14.0,16.0,15.0,1001.0,19.0,290.0,72.0,36.0,15.0,13.0,1011.0,12.0,40.0,68.0,0
88,2014-03-29,516.0,29,22,19,12.0,11.0,1003,20,250,90,6.0,15.0,15.0,1006.0,20.0,270.0,67.0,14.0,15.0,14.0,1009.0,12.0,270.0,72.0,36.0,16.0,15.0,1001.0,19.0,290.0,72.0,0
89,2014-03-30,471.0,29,22,34,16.0,12.0,1014,12,230,62,2.0,18.0,18.0,1015.0,20.0,280.0,56.0,2.0,16.0,15.0,1016.0,11.0,260.0,63.0,36.0,15.0,14.0,1009.0,12.0,270.0,72.0,0
90,2014-03-31,552.0,31,22,1,12.0,12.0,1016,11,260,79,6.0,18.0,17.0,1015.0,4.0,70.0,58.0,2.0,17.0,15.0,1013.0,9.0,120.0,59.0,36.0,16.0,15.0,1016.0,11.0,260.0,63.0,0
91,2014-04-01,567.0,31,22,2,14.0,14.0,1012,6,260,84,7.0,17.0,16.0,1010.0,13.0,50.0,78.0,7.0,15.0,15.0,1008.0,5.0,50.0,85.0,36.0,16.0,15.0,1016.0,11.0,260.0,63.0,0
92,2014-04-02,561.0,31,22,7,17.0,15.0,1004,17,270,82,6.0,17.0,15.0,1003.0,12.0,290.0,75.0,18.0,14.0,13.0,1005.0,4.0,170.0,80.0,36.0,15.0,15.0,1008.0,5.0,50.0,85.0,0
93,2014-04-03,563.0,31,22,6,16.0,13.0,1007,9,230,63,6.0,18.0,17.0,1009.0,32.0,270.0,49.0,2.0,15.0,15.0,1013.0,35.0,260.0,64.0,36.0,14.0,13.0,1005.0,4.0,170.0,80.0,0
94,2014-04-04,555.0,30,22,2,16.0,14.0,1019,27,270,71,2.0,18.0,17.0,1020.0,37.0,270.0,60.0,2.0,16.0,16.0,1021.0,35.0,260.0,66.0,36.0,15.0,15.0,1013.0,35.0,260.0,64.0,0
95,2014-04-05,514.0,27,22,2,18.0,14.0,1022,24,250,70,2.0,21.0,19.0,1020.0,32.0,260.0,56.0,2.0,20.0,20.0,1019.0,13.0,200.0,58.0,36.0,16.0,16.0,1021.0,35.0,260.0,66.0,0
96,2014-04-06,478.0,27,22,2,21.0,16.0,1019,13,200,68,1.0,22.0,21.0,1019.0,8.0,60.0,58.0,1.0,20.0,18.0,1019.0,4.0,100.0,69.0,36.0,20.0,20.0,1019.0,13.0,200.0,58.0,0
97,2014-04-07,538.0,29,22,1,19.0,14.0,1019,5,60,80,1.0,22.0,22.0,1019.0,8.0,60.0,60.0,1.0,19.0,17.0,1019.0,8.0,60.0,74.0,36.0,20.0,18.0,1019.0,4.0,100.0,69.0,0
98,2014-04-08,539.0,29,22,1,19.0,14.0,1020,3,70,83,9.0,22.0,20.0,1019.0,7.0,90.0,64.0,2.0,20.0,19.0,1019.0,2.0,50.0,68.0,36.0,19.0,17.0,1019.0,8.0,60.0,74.0,0
99,2014-04-09,543.0,29,22,9,17.0,16.0,1021,7,80,85,7.0,18.0,17.0,1021.0,12.0,60.0,78.0,7.0,17.0,16.0,1020.0,5.0,20.0,84.0,36.0,20.0,19.0,1019.0,2.0,50.0,68.0,0
100,2014-04-10,529.0,29,22,9,16.0,15.0,1020,5,100,82,9.0,18.0,18.0,1018.0,11.0,70.0,77.0,9.0,16.0,15.0,1016.0,6.0,50.0,85.0,36.0,17.0,16.0,1020.0,5.0,20.0,84.0,0
101,2014-04-11,535.0,28,22,9,17.0,15.0,1016,2,320,87,9.0,25.0,19.0,1014.0,13.0,110.0,66.0,9.0,18.0,16.0,1012.0,29.0,250.0,84.0,36.0,16.0,15.0,1016.0,6.0,50.0,85.0,0
102,2014-04-12,499.0,27,22,6,19.0,17.0,1013,20,250,74,2.0,21.0,21.0,1014.0,22.0,280.0,60.0,1.0,20.0,17.0,1014.0,17.0,290.0,62.0,36.0,18.0,16.0,1012.0,29.0,250.0,84.0,0
103,2014-04-13,472.0,26,22,2,18.0,14.0,1019,2,230,78,2.0,19.0,19.0,1019.0,15.0,30.0,75.0,6.0,17.0,16.0,1018.0,12.0,120.0,83.0,36.0,20.0,17.0,1014.0,17.0,290.0,62.0,0
104,2014-04-14,534.0,28,22,9,16.0,16.0,1016,10,90,86,9.0,17.0,17.0,1016.0,11.0,50.0,86.0,9.0,17.0,17.0,1016.0,2.0,80.0,85.0,36.0,17.0,16.0,1018.0,12.0,120.0,83.0,0
105,2014-04-15,524.0,28,22,9,18.0,16.0,1016,2,80,82,2.0,21.0,21.0,1016.0,19.0,270.0,64.0,1.0,19.0,18.0,1016.0,8.0,280.0,71.0,36.0,17.0,17.0,1016.0,2.0,80.0,85.0,0
106,2014-04-16,526.0,27,22,2,20.0,14.0,1018,6,310,80,2.0,20.0,20.0,1017.0,7.0,20.0,70.0,7.0,18.0,17.0,1017.0,3.0,70.0,86.0,36.0,19.0,18.0,1016.0,8.0,280.0,71.0,0
107,2014-04-17,476.0,25,22,9,18.0,15.0,1018,9,110,83,2.0,19.0,19.0,1016.0,11.0,60.0,74.0,14.0,17.0,17.0,1016.0,17.0,270.0,78.0,36.0,18.0,17.0,1017.0,3.0,70.0,86.0,14
108,2014-04-18,470.0,25,22,9,19.0,16.0,1016,10,260,78,9.0,21.0,21.0,1014.0,24.0,290.0,66.0,2.0,20.0,18.0,1013.0,7.0,250.0,76.0,36.0,17.0,17.0,1016.0,17.0,270.0,78.0,10
109,2014-04-19,487.0,27,22,9,20.0,17.0,1011,19,250,79,7.0,20.0,18.0,1009.0,19.0,270.0,67.0,7.0,18.0,17.0,1009.0,28.0,270.0,76.0,36.0,20.0,18.0,1013.0,7.0,250.0,76.0,0
