,date,Demand,Peak_Load_MW,Peak_Load_H,icon_06,temp_06,templow_06,baro_06,wind_06,wd_06,hum_06,icon_12,temp_12,templow_12,baro_12,wind_12,wd_12,hum_12,icon_18,temp_18,templow_18,baro_18,wind_18,wd_18,hum_18,icon_00,temp_00,templow_00,baro_00,wind_00,wd_00,hum_00,name
1160,2017-03-03,559.0,29,21,9,17.0,12.0,1011,7,150,93,6.0,17.0,14.0,1010.0,23.0,260.0,76.0,7.0,15.0,14.0,1015.0,18.0,280.0,65.0,36.0,13.0,12.0,1015.0,5.0,130.0,96.0,0
1161,2017-03-04,517.0,27,22,14,18.0,10.0,1014,6,330,53,6.0,22.0,18.0,1012.0,12.0,240.0,32.0,7.0,18.0,17.0,1014.0,8.0,240.0,44.0,36.0,14.0,11.0,1015.0,10.0,260.0,57.0,0
1162,2017-03-05,494.0,28,22,6,19.0,15.0,1021,20,270,73,6.0,19.0,18.0,1023.0,14.0,280.0,62.0,6.0,18.0,16.0,1025.0,16.0,260.0,74.0,36.0,17.0,15.0,1018.0,12.0,260.0,67.0,0
1163,2017-03-06,549.0,29,21,14,20.0,14.0,1025,8,280,70,7.0,20.0,18.0,1025.0,14.0,270.0,62.0,7.0,18.0,17.0,1025.0,19.0,260.0,69.0,36.0,16.0,15.0,1025.0,11.0,250.0,74.0,0
1164,2017-03-07,551.0,30,21,14,21.0,15.0,1026,12,250,62,2.0,23.0,20.0,1025.0,10.0,290.0,51.0,6.0,20.0,14.0,1024.0,5.0,130.0,78.0,36.0,17.0,16.0,1026.0,15.0,250.0,67.0,0
1165,2017-03-08,547.0,30,21,14,22.0,12.0,1025,6,90,67,2.0,21.0,19.0,1026.0,10.0,80.0,53.0,2.0,19.0,15.0,1026.0,7.0,90.0,70.0,36.0,14.0,12.0,1024.0,4.0,240.0,74.0,0
1166,2017-03-09,549.0,30,21,9,19.0,13.0,1027,6,190,88,9.0,20.0,19.0,1025.0,11.0,80.0,66.0,9.0,19.0,15.0,1024.0,7.0,110.0,53.0,36.0,16.0,13.0,1027.0,3.0,150.0,87.0,0
1167,2017-03-10,540.0,28,21,13,20.0,12.0,1023,4,280,70,1.0,21.0,20.0,1021.0,7.0,100.0,56.0,36.0,20.0,16.0,1020.0,5.0,290.0,71.0,36.0,15.0,12.0,1023.0,4.0,280.0,66.0,0
1168,2017-03-11,506.0,27,22,13,25.0,14.0,1020,6,110,59,2.0,26.0,24.0,1018.0,8.0,90.0,39.0,9.0,25.0,19.0,1018.0,7.0,280.0,39.0,36.0,16.0,15.0,1020.0,5.0,310.0,70.0,0
1169,2017-03-12,493.0,27,22,9,21.0,20.0,1017,21,250,47,7.0,22.0,20.0,1016.0,25.0,270.0,46.0,2.0,20.0,17.0,1014.0,30.0,270.0,56.0,36.0,22.0,20.0,1017.0,21.0,260.0,32.0,0
1170,2017-03-13,546.0,29,21,36,15.0,11.0,1015,19,280,60,9.0,15.0,11.0,1016.0,19.0,270.0,61.0,6.0,14.0,12.0,1018.0,8.0,260.0,60.0,36.0,17.0,15.0,1014.0,25.0,260.0,66.0,0
1171,2017-03-14,548.0,30,21,18,12.0,10.0,1020,17,110,81,7.0,13.0,12.0,1019.0,7.0,130.0,82.0,18.0,15.0,13.0,1019.0,26.0,60.0,87.0,34.0,13.0,11.0,1019.0,15.0,130.0,67.0,0
1172,2017-03-15,520.0,28,21,7,15.0,15.0,1019,35,60,80,7.0,15.0,15.0,1019.0,35.0,60.0,82.0,7.0,15.0,15.0,1020.0,32.0,70.0,80.0,14.0,15.0,15.0,1019.0,35.0,70.0,82.0,0
1173,2017-03-16,523.0,29,22,17,15.0,14.0,1018,30,70,84,7.0,16.0,15.0,1018.0,25.0,70.0,83.0,2.0,15.0,15.0,1018.0,26.0,70.0,79.0,36.0,15.0,14.0,1019.0,30.0,70.0,80.0,0
1174,2017-03-17,519.0,27,21,9,17.0,14.0,1018,18,60,86,7.0,17.0,16.0,1018.0,22.0,50.0,77.0,7.0,16.0,15.0,1019.0,14.0,100.0,78.0,36.0,15.0,14.0,1017.0,23.0,60.0,85.0,0
1175,2017-03-18,486.0,26,22,14,19.0,15.0,1019,6,10,83,2.0,19.0,17.0,1019.0,13.0,80.0,74.0,1.0,17.0,16.0,1019.0,10.0,80.0,78.0,36.0,15.0,15.0,1019.0,10.0,80.0,85.0,0
1176,2017-03-19,462.0,26,22,6,18.0,13.0,1019,9,240,77,2.0,20.0,18.0,1017.0,13.0,20.0,55.0,2.0,18.0,14.0,1016.0,9.0,260.0,72.0,36.0,17.0,16.0,1019.0,10.0,80.0,78.0,9
1177,2017-03-19,462.0,26,22,6,18.0,13.0,1019,9,240,77,2.0,20.0,18.0,1017.0,13.0,20.0,55.0,2.0,18.0,14.0,1016.0,9.0,260.0,72.0,36.0,17.0,16.0,1019.0,10.0,80.0,78.0,17
1178,2017-03-20,535.0,29,22,13,22.0,10.0,1016,6,250,60,6.0,22.0,19.0,1016.0,19.0,260.0,36.0,6.0,20.0,16.0,1017.0,30.0,260.0,65.0,36.0,14.0,11.0,1016.0,6.0,260.0,69.0,0
1179,2017-03-21,549.0,30,21,14,18.0,14.0,1019,16,260,71,2.0,18.0,16.0,1019.0,17.0,280.0,65.0,6.0,16.0,15.0,1020.0,25.0,260.0,65.0,36.0,16.0,14.0,1017.0,21.0,260.0,81.0,0
1180,2017-03-22,551.0,30,21,14,18.0,14.0,1020,13,240,54,2.0,18.0,15.0,1017.0,16.0,270.0,60.0,6.0,15.0,15.0,1017.0,16.0,270.0,61.0,36.0,15.0,14.0,1020.0,19.0,250.0,58.0,0
1181,2017-03-23,562.0,30,21,14,13.0,11.0,1016,22,260,63,7.0,14.0,13.0,1015.0,17.0,280.0,50.0,18.0,13.0,11.0,1016.0,7.0,240.0,59.0,36.0,15.0,13.0,1016.0,13.0,260.0,67.0,0
1182,2017-03-24,550.0,29,21,14,14.0,8.0,1015,8,310,66,2.0,15.0,13.0,1015.0,12.0,280.0,51.0,6.0,13.0,11.0,1017.0,6.0,290.0,62.0,34.0,12.0,9.0,1015.0,12.0,250.0,69.0,0
1183,2017-03-25,514.0,27,22,14,18.0,8.0,1019,10,240,55,2.0,20.0,15.0,1017.0,17.0,50.0,48.0,9.0,15.0,12.0,1018.0,8.0,10.0,61.0,36.0,11.0,8.0,1018.0,6.0,300.0,75.0,0
1184,2017-03-26,468.0,28,22,14,17.0,9.0,1017,7,250,61,1.0,17.0,16.0,1015.0,16.0,80.0,59.0,1.0,16.0,13.0,1015.0,9.0,100.0,69.0,36.0,12.0,9.0,1017.0,4.0,260.0,60.0,0
1185,2017-03-27,548.0,29,22,6,17.0,11.0,1022,6,290,72,6.0,18.0,17.0,1023.0,12.0,70.0,57.0,2.0,18.0,13.0,1024.0,6.0,50.0,67.0,36.0,14.0,11.0,1020.0,9.0,310.0,76.0,0
1186,2017-03-28,541.0,29,22,2,20.0,11.0,1026,6,280,62,2.0,20.0,18.0,1027.0,13.0,60.0,53.0,1.0,18.0,14.0,1027.0,8.0,90.0,70.0,36.0,13.0,12.0,1025.0,4.0,260.0,70.0,0
1187,2017-03-29,542.0,29,22,14,18.0,12.0,1027,7,160,83,2.0,20.0,18.0,1026.0,11.0,100.0,61.0,2.0,19.0,16.0,1025.0,9.0,120.0,64.0,36.0,14.0,12.0,1027.0,3.0,90.0,81.0,0
1188,2017-03-30,543.0,29,22,14,18.0,14.0,1024,9,140,80,2.0,18.0,17.0,1023.0,14.0,70.0,75.0,36.0,17.0,14.0,1024.0,6.0,80.0,82.0,36.0,16.0,14.0,1025.0,6.0,120.0,66.0,0
1189,2017-03-31,535.0,28,22,9,18.0,14.0,1024,8,260,83,2.0,20.0,18.0,1023.0,8.0,100.0,70.0,2.0,20.0,17.0,1021.0,10.0,130.0,61.0,36.0,14.0,12.0,1024.0,5.0,300.0,85.0,0
1190,2017-04-01,493.0,27,22,7,20.0,16.0,1022,13,270,55,6.0,20.0,19.0,1022.0,17.0,270.0,51.0,2.0,20.0,17.0,1021.0,19.0,270.0,53.0,36.0,20.0,17.0,1022.0,17.0,240.0,52.0,0
1191,2017-04-02,465.0,26,22,6,20.0,14.0,1020,6,250,49,1.0,21.0,20.0,1019.0,14.0,20.0,48.0,1.0,20.0,14.0,1019.0,8.0,140.0,68.0,36.0,17.0,15.0,1021.0,12.0,240.0,49.0,0
1192,2017-04-03,515.0,28,22,2,19.0,11.0,1021,6,70,72,2.0,19.0,18.0,1022.0,14.0,80.0,65.0,6.0,18.0,14.0,1023.0,10.0,80.0,71.0,36.0,14.0,11.0,1019.0,5.0,280.0,69.0,0
1193,2017-04-04,523.0,28,22,6,18.0,13.0,1022,6,100,80,2.0,18.0,18.0,1021.0,15.0,70.0,71.0,2.0,18.0,14.0,1021.0,9.0,90.0,78.0,36.0,14.0,13.0,1023.0,4.0,140.0,80.0,0
1194,2017-04-05,520.0,28,22,2,18.0,13.0,1019,6,260,80,2.0,19.0,18.0,1017.0,12.0,60.0,66.0,6.0,18.0,16.0,1018.0,14.0,90.0,74.0,36.0,14.0,13.0,1020.0,6.0,250.0,85.0,0
1195,2017-04-06,526.0,28,22,2,18.0,15.0,1018,16,100,78,6.0,19.0,18.0,1019.0,23.0,80.0,67.0,2.0,18.0,14.0,1019.0,17.0,100.0,70.0,36.0,16.0,15.0,1018.0,16.0,80.0,82.0,0
1196,2017-04-07,519.0,27,22,2,18.0,14.0,1018,15,90,77,2.0,19.0,18.0,1018.0,26.0,80.0,64.0,2.0,18.0,15.0,1019.0,22.0,90.0,71.0,36.0,14.0,13.0,1018.0,11.0,120.0,78.0,0
1197,2017-04-08,494.0,26,22,2,18.0,15.0,1020,13,120,74,2.0,19.0,18.0,1021.0,20.0,60.0,65.0,6.0,18.0,16.0,1021.0,21.0,100.0,79.0,36.0,16.0,15.0,1020.0,15.0,100.0,78.0,0
1198,2017-04-09,463.0,25,22,6,18.0,15.0,1022,16,90,80,6.0,18.0,18.0,1022.0,18.0,80.0,74.0,7.0,18.0,16.0,1022.0,19.0,90.0,82.0,36.0,16.0,15.0,1021.0,16.0,90.0,84.0,0
1199,2017-04-10,511.0,27,22,7,16.0,16.0,1023,18,80,85,7.0,17.0,16.0,1023.0,19.0,70.0,79.0,6.0,17.0,14.0,1023.0,10.0,80.0,82.0,36.0,16.0,16.0,1023.0,17.0,80.0,86.0,0
1200,2017-04-11,508.0,26,22,2,18.0,12.0,1023,7,120,82,1.0,19.0,18.0,1023.0,13.0,60.0,64.0,1.0,18.0,14.0,1022.0,7.0,90.0,76.0,36.0,14.0,12.0,1023.0,3.0,250.0,90.0,0
1201,2017-04-12,507.0,26,22,1,20.0,10.0,1021,5,250,68,1.0,22.0,20.0,1020.0,10.0,80.0,49.0,1.0,21.0,16.0,1019.0,6.0,100.0,70.0,36.0,14.0,11.0,1021.0,4.0,260.0,86.0,0
1202,2017-04-13,462.0,24,22,2,21.0,14.0,1019,7,300,65,7.0,24.0,20.0,1019.0,13.0,270.0,53.0,2.0,23.0,18.0,1018.0,11.0,260.0,57.0,36.0,16.0,14.0,1019.0,4.0,250.0,71.0,14
1203,2017-04-14,462.0,24,22,2,25.0,16.0,1019,7,270,60,2.0,25.0,23.0,1018.0,12.0,70.0,50.0,6.0,23.0,21.0,1018.0,15.0,260.0,49.0,36.0,18.0,15.0,1019.0,4.0,270.0,74.0,10
1204,2017-04-15,483.0,26,22,2,24.0,19.0,1019,17,250,42,6.0,26.0,24.0,1019.0,13.0,280.0,34.0,2.0,25.0,21.0,1018.0,9.0,260.0,41.0,36.0,21.0,20.0,1019.0,17.0,250.0,47.0,0
1205,2017-04-16,475.0,27,22,7,20.0,16.0,1020,8,320,65,7.0,21.0,19.0,1021.0,15.0,70.0,76.0,9.0,19.0,17.0,1020.0,9.0,110.0,82.0,36.0,21.0,17.0,1019.0,5.0,350.0,55.0,0
1206,2017-04-17,534.0,29,22,7,20.0,16.0,1019,6,70,79,7.0,20.0,19.0,1018.0,13.0,50.0,69.0,6.0,19.0,16.0,1017.0,8.0,90.0,79.0,36.0,17.0,16.0,1019.0,4.0,140.0,86.0,0
1207,2017-04-18,544.0,29,22,9,19.0,16.0,1015,13,90,85,7.0,19.0,18.0,1013.0,16.0,80.0,79.0,7.0,18.0,17.0,1012.0,6.0,90.0,82.0,36.0,16.0,15.0,1016.0,4.0,140.0,89.0,0
1208,2017-04-19,540.0,28,22,7,18.0,17.0,1014,18,60,87,7.0,18.0,17.0,1016.0,24.0,70.0,79.0,7.0,17.0,16.0,1017.0,27.0,70.0,73.0,17.0,17.0,16.0,1013.0,5.0,270.0,86.0,0
1209,2017-04-20,508.0,26,22,7,17.0,16.0,1017,37,70,75,7.0,17.0,16.0,1018.0,35.0,60.0,75.0,36.0,16.0,16.0,1019.0,39.0,70.0,68.0,34.0,16.0,16.0,1017.0,30.0,70.0,75.0,0
1210,2017-04-21,502.0,26,14,7,16.0,15.0,1021,35,80,70,7.0,17.0,16.0,1021.0,37.0,70.0,65.0,34.0,17.0,15.0,1022.0,34.0,70.0,73.0,36.0,16.0,15.0,1020.0,36.0,80.0,68.0,0
1211,2017-04-22,465.0,24,22,7,16.0,15.0,1021,26,70,84,7.0,18.0,16.0,1020.0,24.0,70.0,83.0,7.0,17.0,16.0,873.0,17.0,90.0,73.0,34.0,15.0,15.0,1023.0,27.0,80.0,82.0,0
1212,2017-04-23,464.0,27,22,7,18.0,16.0,873,13,70,76,7.0,18.0,17.0,1017.0,17.0,60.0,83.0,7.0,17.0,15.0,1017.0,10.0,20.0,85.0,36.0,16.0,15.0,582.0,12.0,90.0,53.0,0
1213,2017-04-24,526.0,29,22,7,18.0,14.0,1017,6,250,89,7.0,19.0,17.0,1016.0,10.0,80.0,80.0,18.0,18.0,16.0,1015.0,8.0,110.0,84.0,36.0,15.0,14.0,1017.0,5.0,240.0,92.0,0
1214,2017-04-25,540.0,29,22,7,19.0,16.0,1013,10,270,87,2.0,21.0,19.0,1012.0,12.0,270.0,67.0,2.0,21.0,18.0,1011.0,12.0,260.0,61.0,14.0,16.0,16.0,1014.0,7.0,110.0,91.0,0
1215,2017-04-26,537.0,28,22,6,21.0,16.0,1010,10,270,73,7.0,22.0,20.0,1010.0,15.0,270.0,54.0,36.0,21.0,17.0,1010.0,19.0,250.0,66.0,36.0,18.0,17.0,1011.0,7.0,240.0,74.0,0
1216,2017-04-27,535.0,28,22,7,21.0,16.0,1010,16,250,70,2.0,23.0,21.0,866.0,13.0,310.0,42.0,2.0,22.0,17.0,1011.0,12.0,70.0,69.0,36.0,18.0,16.0,1010.0,17.0,240.0,73.0,0
1217,2017-04-28,521.0,26,22,19,16.0,15.0,723,20,80,67,18.0,16.0,15.0,434.0,24.0,60.0,40.0,18.0,16.0,15.0,434.0,20.0,60.0,40.0,34.0,17.0,16.0,1012.0,21.0,80.0,89.0,0
1218,2017-04-29,477.0,26,22,7,18.0,15.0,579,13,90,50,7.0,19.0,18.0,1014.0,13.0,70.0,80.0,7.0,18.0,16.0,1015.0,8.0,80.0,86.0,14.0,16.0,15.0,434.0,14.0,100.0,39.0,0
1219,2017-04-30,463.0,25,23,7,20.0,16.0,1017,11,260,82,6.0,20.0,19.0,1017.0,14.0,290.0,63.0,2.0,19.0,17.0,1017.0,20.0,260.0,65.0,14.0,16.0,15.0,1016.0,6.0,260.0,90.0,0
1220,2017-05-01,474.0,26,22,2,21.0,16.0,1019,12,270,65,2.0,21.0,20.0,1020.0,14.0,320.0,52.0,1.0,20.0,16.0,1020.0,10.0,80.0,71.0,36.0,17.0,16.0,1018.0,16.0,260.0,70.0,13
1221,2017-05-02,528.0,28,22,2,19.0,15.0,1020,11,110,84,7.0,20.0,19.0,1018.0,19.0,70.0,72.0,6.0,19.0,16.0,1017.0,12.0,120.0,72.0,36.0,16.0,15.0,1020.0,3.0,200.0,87.0,0
1222,2017-05-03,534.0,28,22,7,19.0,16.0,1016,15,80,78,6.0,20.0,19.0,1015.0,17.0,60.0,73.0,7.0,19.0,17.0,1014.0,10.0,80.0,79.0,36.0,16.0,15.0,1016.0,7.0,120.0,76.0,0
1223,2017-05-04,538.0,28,22,7,18.0,17.0,1012,12,90,82,7.0,20.0,18.0,1010.0,14.0,60.0,77.0,7.0,19.0,17.0,1009.0,8.0,60.0,82.0,36.0,17.0,17.0,1014.0,9.0,90.0,83.0,0
1224,2017-05-05,539.0,27,14,2,23.0,16.0,1012,11,280,78,1.0,24.0,22.0,1013.0,12.0,310.0,52.0,2.0,24.0,19.0,1015.0,18.0,260.0,66.0,34.0,17.0,16.0,1010.0,8.0,270.0,90.0,0
1225,2017-05-06,501.0,26,22,7,22.0,18.0,1019,12,250,63,2.0,24.0,22.0,1019.0,13.0,250.0,44.0,6.0,23.0,18.0,1019.0,10.0,130.0,66.0,36.0,19.0,18.0,1017.0,18.0,250.0,69.0,0
1226,2017-05-07,476.0,26,23,2,23.0,15.0,1019,8,70,73,7.0,23.0,21.0,1019.0,12.0,70.0,63.0,2.0,21.0,18.0,1018.0,8.0,100.0,61.0,36.0,18.0,16.0,1018.0,4.0,140.0,76.0,15
1227,2017-05-08,536.0,27,22,2,21.0,16.0,1018,11,130,80,2.0,21.0,21.0,1017.0,13.0,70.0,71.0,2.0,21.0,18.0,1015.0,7.0,60.0,81.0,36.0,18.0,16.0,1018.0,4.0,140.0,77.0,0
1228,2017-05-09,524.0,27,22,7,21.0,17.0,1011,7,100,83,7.0,22.0,21.0,1010.0,16.0,280.0,65.0,7.0,22.0,19.0,1010.0,18.0,260.0,64.0,36.0,18.0,17.0,1013.0,5.0,240.0,89.0,0
1229,2017-05-10,545.0,28,22,7,23.0,18.0,1008,11,250,65,6.0,25.0,22.0,1006.0,13.0,320.0,51.0,7.0,22.0,19.0,1006.0,8.0,250.0,61.0,36.0,20.0,18.0,1009.0,16.0,250.0,68.0,0
1230,2017-05-11,546.0,28,22,7,21.0,18.0,1007,7,300,64,7.0,22.0,20.0,1008.0,9.0,80.0,64.0,7.0,20.0,19.0,1008.0,7.0,280.0,64.0,36.0,19.0,18.0,1006.0,5.0,210.0,67.0,0
1231,2017-05-12,548.0,27,14,34,24.0,17.0,1012,5,270,73,2.0,24.0,23.0,1014.0,12.0,300.0,47.0,2.0,24.0,19.0,1016.0,7.0,310.0,65.0,34.0,19.0,18.0,1010.0,3.0,140.0,74.0,0
1232,2017-05-13,510.0,26,23,2,23.0,18.0,1019,12,280,65,2.0,24.0,23.0,1020.0,12.0,320.0,48.0,2.0,24.0,20.0,1020.0,17.0,260.0,50.0,36.0,19.0,18.0,1017.0,5.0,260.0,71.0,0
1233,2017-05-14,486.0,27,23,2,23.0,19.0,1023,9,280,61,2.0,25.0,23.0,1024.0,11.0,310.0,47.0,6.0,24.0,19.0,1024.0,8.0,70.0,58.0,36.0,21.0,19.0,1022.0,16.0,250.0,58.0,0
1234,2017-05-15,545.0,28,22,2,24.0,16.0,1025,11,120,62,2.0,23.0,22.0,1025.0,16.0,70.0,70.0,6.0,22.0,19.0,1024.0,12.0,100.0,70.0,36.0,19.0,16.0,1025.0,4.0,120.0,80.0,0
1235,2017-05-16,542.0,28,14,7,21.0,18.0,1024,12,90,79,7.0,22.0,21.0,1023.0,16.0,60.0,72.0,6.0,21.0,18.0,1022.0,11.0,100.0,81.0,36.0,19.0,18.0,1024.0,8.0,80.0,81.0,0
1236,2017-05-17,553.0,28,14,7,21.0,18.0,1020,12,80,79,7.0,22.0,21.0,1018.0,11.0,90.0,71.0,7.0,22.0,19.0,1017.0,7.0,90.0,75.0,36.0,18.0,18.0,1021.0,8.0,90.0,86.0,0
1237,2017-05-18,552.0,27,22,7,22.0,18.0,1015,11,280,73,2.0,26.0,22.0,1015.0,15.0,280.0,47.0,1.0,26.0,22.0,1015.0,19.0,260.0,35.0,14.0,19.0,18.0,1016.0,4.0,250.0,80.0,0
1238,2017-05-19,547.0,28,14,2,24.0,18.0,1018,9,20,41,6.0,23.0,21.0,1019.0,15.0,80.0,70.0,6.0,21.0,19.0,1019.0,10.0,90.0,79.0,36.0,22.0,20.0,1016.0,18.0,260.0,32.0,0
1239,2017-05-20,511.0,26,23,7,21.0,18.0,1021,14,80,77,7.0,22.0,21.0,1021.0,20.0,80.0,72.0,6.0,21.0,19.0,1020.0,17.0,100.0,81.0,36.0,19.0,18.0,1020.0,9.0,80.0,81.0,0
1240,2017-05-21,480.0,25,23,7,21.0,19.0,1018,19,80,83,7.0,22.0,21.0,1017.0,21.0,80.0,74.0,7.0,22.0,19.0,1017.0,13.0,80.0,79.0,36.0,19.0,19.0,1020.0,14.0,80.0,86.0,0
1241,2017-05-22,523.0,27,23,18,20.0,19.0,1016,11,80,84,7.0,22.0,20.0,1016.0,12.0,40.0,73.0,7.0,22.0,19.0,1016.0,9.0,70.0,77.0,36.0,19.0,19.0,1017.0,11.0,80.0,81.0,0
1242,2017-05-23,550.0,28,22,7,22.0,18.0,1017,11,80,84,7.0,22.0,20.0,1017.0,19.0,90.0,81.0,7.0,20.0,19.0,1017.0,17.0,80.0,87.0,36.0,19.0,19.0,1016.0,8.0,80.0,87.0,0
1243,2017-05-24,545.0,28,22,34,20.0,19.0,1018,19,70,91,7.0,20.0,19.0,1017.0,20.0,80.0,87.0,7.0,20.0,19.0,1016.0,15.0,90.0,89.0,34.0,20.0,19.0,1018.0,16.0,70.0,91.0,0
1244,2017-05-25,545.0,28,23,7,20.0,19.0,1015,10,70,90,7.0,21.0,20.0,1013.0,11.0,20.0,85.0,2.0,22.0,19.0,1013.0,7.0,300.0,84.0,34.0,19.0,19.0,1015.0,6.0,70.0,92.0,0
1245,2017-05-26,561.0,28,14,2,25.0,19.0,1014,8,280,77,2.0,26.0,25.0,1013.0,14.0,40.0,54.0,2.0,26.0,21.0,1013.0,6.0,90.0,67.0,36.0,20.0,19.0,1013.0,8.0,260.0,89.0,0
1246,2017-05-27,526.0,27,22,2,24.0,18.0,1015,7,270,78,7.0,23.0,22.0,1015.0,15.0,40.0,77.0,7.0,22.0,20.0,1015.0,13.0,60.0,84.0,36.0,21.0,18.0,1014.0,4.0,320.0,78.0,0
1247,2017-05-28,498.0,27,22,7,22.0,20.0,1017,6,350,84,6.0,24.0,22.0,1017.0,15.0,30.0,72.0,6.0,24.0,21.0,1017.0,11.0,330.0,72.0,34.0,20.0,20.0,1016.0,7.0,340.0,88.0,0
1248,2017-05-29,558.0,28,22,7,23.0,20.0,1017,11,270,77,6.0,26.0,23.0,1017.0,11.0,300.0,53.0,14.0,25.0,21.0,1016.0,14.0,260.0,55.0,14.0,21.0,20.0,1018.0,4.0,290.0,82.0,0
1249,2017-05-30,566.0,28,22,2,24.0,19.0,1016,12,250,62,2.0,26.0,23.0,1016.0,16.0,30.0,54.0,2.0,23.0,21.0,1015.0,10.0,60.0,70.0,36.0,21.0,20.0,1016.0,20.0,240.0,66.0,0
1250,2017-05-31,566.0,28,22,7,22.0,20.0,1017,12,70,90,7.0,23.0,22.0,1017.0,17.0,90.0,79.0,7.0,22.0,20.0,1016.0,11.0,110.0,82.0,34.0,20.0,20.0,1017.0,6.0,70.0,86.0,0
1251,2017-06-01,564.0,28,22,18,23.0,20.0,1018,17,120,88,7.0,23.0,22.0,1017.0,16.0,40.0,81.0,2.0,22.0,21.0,1017.0,8.0,80.0,83.0,34.0,21.0,20.0,1018.0,11.0,10.0,91.0,0
1252,2017-06-02,565.0,28,14,7,22.0,20.0,1017,10,80,88,7.0,23.0,22.0,1016.0,13.0,50.0,78.0,2.0,23.0,20.0,1015.0,8.0,50.0,83.0,36.0,21.0,20.0,1017.0,8.0,60.0,89.0,0
1253,2017-06-03,532.0,27,22,7,24.0,20.0,1016,8,240,83,2.0,26.0,24.0,1016.0,12.0,300.0,66.0,2.0,26.0,21.0,1015.0,8.0,260.0,72.0,36.0,21.0,20.0,1016.0,8.0,260.0,86.0,0
1254,2017-06-04,504.0,27,23,1,27.0,19.0,1015,8,280,57,6.0,27.0,25.0,1015.0,18.0,280.0,59.0,6.0,25.0,22.0,1015.0,16.0,260.0,60.0,36.0,21.0,19.0,1015.0,5.0,280.0,86.0,0
1255,2017-06-05,573.0,28,14,1,26.0,22.0,1016,12,280,49,1.0,27.0,26.0,1016.0,13.0,290.0,41.0,2.0,26.0,22.0,1015.0,9.0,260.0,45.0,36.0,24.0,22.0,1016.0,16.0,260.0,42.0,0
1256,2017-06-06,583.0,29,14,1,28.0,20.0,1015,6,290,45,2.0,29.0,27.0,1015.0,12.0,280.0,35.0,1.0,28.0,21.0,1015.0,10.0,280.0,50.0,36.0,22.0,20.0,1016.0,3.0,170.0,63.0,0
1257,2017-06-07,594.0,30,14,1,24.0,18.0,1017,8,280,68,6.0,25.0,24.0,1017.0,18.0,90.0,75.0,14.0,24.0,21.0,1017.0,13.0,120.0,82.0,36.0,21.0,19.0,1016.0,4.0,260.0,72.0,0
1258,2017-06-08,591.0,29,22,7,23.0,21.0,1016,17,80,87,7.0,23.0,22.0,1015.0,17.0,60.0,81.0,6.0,23.0,21.0,1015.0,11.0,70.0,84.0,36.0,21.0,21.0,1016.0,15.0,80.0,86.0,0
1259,2017-06-09,591.0,30,14,7,25.0,21.0,1015,5,340,81,7.0,25.0,23.0,1016.0,15.0,20.0,72.0,7.0,23.0,21.0,1016.0,9.0,80.0,81.0,36.0,21.0,21.0,1015.0,5.0,40.0,85.0,0
1260,2017-06-10,547.0,27,22,7,22.0,20.0,1017,12,80,85,7.0,24.0,22.0,1018.0,16.0,70.0,73.0,7.0,24.0,22.0,1017.0,9.0,80.0,75.0,36.0,21.0,21.0,1016.0,9.0,100.0,89.0,0
1261,2017-06-11,520.0,27,23,7,24.0,21.0,1017,13,80,77,2.0,25.0,24.0,1017.0,14.0,70.0,65.0,2.0,25.0,21.0,1016.0,10.0,60.0,78.0,36.0,22.0,21.0,1017.0,10.0,80.0,82.0,0
1262,2017-06-12,592.0,29,22,7,24.0,21.0,1015,10,110,80,7.0,25.0,24.0,1015.0,12.0,80.0,72.0,2.0,24.0,22.0,1013.0,13.0,100.0,80.0,36.0,21.0,20.0,1016.0,7.0,90.0,85.0,0
1263,2017-06-13,607.0,30,14,7,24.0,22.0,1012,11,60,85,7.0,25.0,24.0,1012.0,15.0,40.0,75.0,2.0,25.0,22.0,1012.0,8.0,50.0,79.0,36.0,22.0,22.0,1013.0,9.0,60.0,87.0,0
1264,2017-06-14,621.0,31,14,7,26.0,22.0,1014,5,80,75,2.0,27.0,26.0,1014.0,13.0,80.0,64.0,2.0,27.0,23.0,1014.0,8.0,30.0,76.0,36.0,22.0,21.0,1013.0,4.0,290.0,88.0,0
1265,2017-06-15,642.0,32,14,7,28.0,22.0,1016,7,280,76,1.0,28.0,27.0,1016.0,12.0,60.0,62.0,2.0,27.0,24.0,1016.0,8.0,50.0,76.0,36.0,23.0,22.0,1015.0,4.0,310.0,84.0,0
1266,2017-06-16,640.0,32,13,2,26.0,22.0,1018,9,90,80,2.0,27.0,26.0,1018.0,15.0,40.0,70.0,2.0,26.0,23.0,1018.0,12.0,80.0,80.0,36.0,24.0,22.0,1017.0,10.0,110.0,87.0,0
1267,2017-06-17,586.0,28,14,2,28.0,21.0,1017,8,10,73,2.0,28.0,26.0,1016.0,12.0,80.0,67.0,2.0,26.0,23.0,1015.0,11.0,90.0,79.0,36.0,23.0,22.0,1018.0,7.0,90.0,89.0,0
1268,2017-06-18,555.0,30,23,7,26.0,22.0,1014,9,90,79,2.0,27.0,26.0,1014.0,13.0,80.0,70.0,2.0,26.0,24.0,1014.0,9.0,80.0,79.0,36.0,23.0,22.0,1014.0,5.0,90.0,85.0,0
